Date,Price,Freq,Invoice,DayofWeek,Weekofyear,Quarter
2015-05-16,26990.0,3,80970.0,5,20,2
2015-05-17,26990.0,3,80970.0,6,20,2
2015-05-18,26989.75,7,188928.25,0,21,2
2015-05-19,26990.0,3,80970.0,1,21,2
2015-05-20,26990.0,4,107960.0,2,21,2
2015-05-21,26990.0,1,26990.0,3,21,2
2015-05-22,27323.0,6,163938.0,4,21,2
2015-05-23,26990.0,9,242910.0,5,21,2
2015-05-24,27323.166666666668,4,109292.66666666667,6,21,2
2015-05-25,26989.75,4,107959.0,0,22,2
2015-05-26,26989.75,5,134948.75,1,22,2
2015-05-27,26990.0,3,80970.0,2,22,2
2015-05-28,26989.75,3,80969.25,3,22,2
2015-05-29,26989.75,3,80969.25,4,22,2
2015-05-30,24925.833333333332,12,299110.0,5,22,2
2015-05-31,26989.75,7,188928.25,6,22,2
2015-06-01,24690.5,1,24690.5,0,23,2
2015-06-04,23741.0,2,47482.0,3,23,2
2015-06-05,25091.0,1,25091.0,4,23,2
2015-06-07,25090.5,2,50181.0,6,23,2
2015-06-08,25091.0,1,25091.0,0,24,2
2015-06-09,25265.75,2,50531.5,1,24,2
2015-06-11,23491.0,1,23491.0,3,24,2
2015-06-12,22991.0,2,45982.0,4,24,2
2015-06-13,24641.0,2,49282.0,5,24,2
2015-06-15,27490.0,1,27490.0,0,25,2
2015-06-19,27490.0,1,27490.0,4,25,2
2015-06-20,27490.0,1,27490.0,5,25,2
2015-06-26,26990.0,1,26990.0,4,26,2
2015-06-29,26990.0,1,26990.0,0,27,2
2015-06-30,26990.0,1,26990.0,1,27,2
