Date,Price,Freq,Invoice,Quarter,GDP,IMOEX,RubinDolar
2014-10-11,2283.219404761786,202,461210.31976188073,4,1518202906543.702,1081.44,0.0249
2014-10-12,2318.2089743588463,150,347731.3461538269,4,1516216900883.6924,1081.44,0.0249
2014-10-13,2224.961111111111,122,271445.2555555556,4,1514232631055.5554,1061.45,0.0248
2014-10-14,2513.5005581938235,130,326755.07256519713,4,1512250124098.2974,1077.48,0.0247
2014-10-15,2445.5062980029033,128,313024.8061443716,4,1510269407099.3247,1072.87,0.0244
2014-10-16,2464.929761904667,114,281001.99285713205,4,1508290507194.4443,1068.09,0.0247
2014-10-17,2420.8796296296296,163,394603.3796296296,4,1506313451567.8635,1051.98,0.0245
2014-10-18,2536.98,201,509932.98,4,1504338267452.1897,1051.98,0.0245
2014-10-19,2285.9420289856516,178,406897.6811594461,4,1502364982128.4304,1051.98,0.0245
2014-10-20,2561.1594202895653,114,291972.17391301045,4,1500393622925.9946,1075.36,0.0245
2014-10-21,2262.462962962777,90,203621.66666665,4,1498424217222.6897,1054.47,0.0243
2014-10-22,2086.3888888888887,96,200293.33333333328,4,1496456792444.7246,1066.23,0.0244
2014-10-23,2296.590909090909,104,238845.4545454545,4,1494491376066.709,1045.3,0.0242
2014-10-24,2154.9166666666665,118,254280.16666666663,4,1492527995611.6514,1035.32,0.024
2014-10-25,2104.1311111109526,161,338765.1088888633,4,1490566678650.9622,1035.32,0.024
2014-10-26,2137.0476190476197,148,316283.04761904763,4,1488607452804.451,1035.32,0.024
2014-10-27,1989.1,95,188964.5,4,1486650345740.3281,1041.15,0.0239
2014-10-28,2074.5263157894738,88,182558.31578947368,4,1484695385175.204,1039.76,0.0237
2014-10-29,2044.9333333333332,96,196313.6,4,1482742598874.0894,1052.19,0.0236
2014-10-30,2105.1875,95,199992.8125,4,1480792014650.396,1056.83,0.0232
2014-10-31,2056.0714285714284,105,215887.5,4,1478843660365.9355,1103.93,0.0241
2014-11-01,2086.108181818182,184,383843.90545454546,4,1476897563930.919,1103.93,0.0241
2014-11-02,1976.960625,143,282705.369375,4,1474953753303.9592,1103.93,0.0241
2014-11-03,2138.578125,130,278015.15625,4,1473012256492.0684,1085.29,0.0232
2014-11-04,2084.3274509805883,100,208432.74509805886,4,1471073101550.6592,1085.29,0.0229
2014-11-05,2724.9122807015788,95,258866.66666665,4,1469136316583.5444,1071.95,0.0229
2014-11-06,2840.2627106226923,122,346512.0506959684,4,1467201929742.9382,1050.74,0.0223
2014-11-07,2853.5336796536358,172,490807.7929004254,4,1465269969229.4536,1011.94,0.0213
2014-11-08,2774.2704166666667,202,560402.6241666665,4,1463340463292.1047,1011.94,0.0213
2014-11-09,2711.685454545455,160,433869.6727272728,4,1461413440228.3062,1011.94,0.0213
2014-11-10,2641.5882352941176,107,282649.9411764706,4,1459488928383.8718,1011.45,0.0214
2014-11-11,2248.2823529411767,100,224828.23529411765,4,1457566956153.018,1042.05,0.0218
2014-11-12,2311.875,87,201133.125,4,1455647551978.3591,1030.97,0.0216
2014-11-13,2793.517816979,208,581051.7059316321,4,1453730744350.9102,1042.13,0.0222
2014-11-14,2524.6728787877273,190,479687.84696966823,4,1451816561810.0874,1008.3,0.0214
2014-11-15,2522.391428571429,228,575105.2457142858,4,1449905032943.7073,1008.3,0.0214
2014-11-16,2445.231500000001,197,481710.60550000006,4,1447996186387.9858,1008.3,0.0214
2014-11-17,2679.541428571428,116,310826.8057142857,4,1446090050827.541,1001.01,0.0212
2014-11-18,2888.9269337841997,271,782899.1990555183,4,1444186654995.3884,1007.0,0.0212
2014-11-19,2886.737078022963,281,811173.1189244527,4,1442286027672.9463,1020.36,0.0213
2014-11-20,2836.538425451525,266,754519.2211701056,4,1440388197690.032,1021.2,0.0213
2014-11-21,3067.5603701856517,275,843579.1018010542,4,1438493193924.8638,1043.3,0.0217
2014-11-22,2729.657130177436,291,794330.2248816338,4,1436601045304.0596,1043.3,0.0217
2014-11-23,2792.6283524903447,216,603207.7241379146,4,1434711780802.639,1043.3,0.0217
2014-11-24,3045.2656410256,173,526830.9558974288,4,1432825429444.0195,1060.0,0.0219
2014-11-25,2534.742424242273,161,408093.53030300594,4,1430942020300.0215,1073.95,0.0222
2014-11-26,2777.367934782609,179,497148.86032608704,4,1429061582490.8647,1045.49,0.0216
2014-11-27,2991.010416666666,175,523426.82291666657,4,1427184145185.1682,1024.82,0.0211
2014-11-28,2584.9858730157143,210,542847.0333333,4,1425309737599.9526,997.17,0.0206
2014-11-29,2536.100000000001,277,702499.7000000001,4,1423438389000.6382,997.17,0.0206
2014-11-30,2539.426315789473,173,439320.7526315789,4,1421570128701.046,997.17,0.0206
2014-12-01,2527.820714285714,128,323561.0514285714,4,1419704986063.3977,963.61,0.0196
2014-12-02,2674.2040909090906,176,470659.9199999999,4,1417842990498.3137,964.26,0.0197
2014-12-03,2644.555555555556,180,476020.0,4,1415984171464.816,925.82,0.0186
2014-12-04,2448.0085,175,428401.4875,4,1414128558470.327,948.88,0.019
2014-12-05,2867.4827272727275,193,553424.1663636364,4,1412276181070.669,917.87,0.0184
2014-12-06,2462.960322580645,270,664999.2870967741,4,1410427068870.0642,917.87,0.0184
2014-12-07,2637.725000000001,202,532820.4500000001,4,1408581251521.1362,917.87,0.0184
2014-12-08,2585.404824561579,133,343858.84166669,4,1406738758724.9082,912.52,0.0189
2014-12-09,2589.625,137,354778.625,4,1404899620230.8037,867.82,0.0186
2014-12-10,2562.230952380952,146,374085.7190476191,4,1403063865836.6462,861.72,0.0183
2014-12-11,2528.0,134,338752.0,4,1401231525388.6606,855.53,0.0182
2014-12-12,2740.1886363636363,166,454871.3136363636,4,1399402628781.4712,814.16,0.0177
2014-12-13,2807.4640000000004,255,715903.32,4,1397577205958.1023,814.16,0.0177
2014-12-14,2723.472692307692,203,552864.9565384615,4,1395755286909.9802,814.16,0.0177
2014-12-15,2398.9692,170,407824.76399999997,4,1393936901676.9294,792.2,0.0172
2014-12-16,2440.3121428571426,237,578353.9778571428,4,1392122080347.1765,710.29,0.0164
2014-12-17,2243.1514285714293,266,596678.28,4,1390310853057.3462,667.09,0.0146
2014-12-18,2121.305375000001,268,568509.8405,4,1388503249992.4663,739.45,0.0166
2014-12-19,2229.01329861125,347,773467.6146181037,4,1386699301385.963,753.51,0.0161
2014-12-20,2638.0482624112765,368,970801.7605673495,4,1384899037519.663,753.51,0.0161
2014-12-21,2240.94819507575,314,703657.7332537855,4,1383102488723.794,753.51,0.0161
2014-12-22,2317.236857142857,237,549185.1351428572,4,1381309685376.9836,779.21,0.0172
2014-12-23,2273.8160606060605,220,500239.53333333327,4,1379520657906.2598,811.85,0.0178
2014-12-24,2336.8007207208107,260,607568.1873874108,4,1377735436787.0503,800.4,0.0183
2014-12-25,2443.4472222222225,216,527784.6000000001,4,1375954052543.1846,820.38,0.0186
2014-12-26,2327.315,305,709831.0750000002,4,1374176535746.8909,845.96,0.0188
2014-12-27,2328.877463768043,429,999088.4319564905,4,1372402917018.7988,845.96,0.0188
2014-12-28,2405.86,378,909415.08,4,1370633227027.9375,845.96,0.0188
2014-12-29,2441.55,336,820360.8,4,1368867496491.7363,827.48,0.0185
2014-12-30,2383.628477011551,479,1141758.040488533,4,1367105756176.0264,774.43,0.0169
2014-12-31,2252.2684195401725,426,959466.3467241134,4,1365348036895.0376,774.43,0.0179
2015-01-01,2323.0,112,260176.0,1,1363594369511.401,774.43,0.0172
2015-01-02,2206.879776422683,348,767994.1621950937,1,1361844784936.147,774.43,0.0172
2015-01-03,2157.2580128205773,337,726995.9503205344,1,1360099314128.7073,774.43,0.0172
2015-01-04,2226.5951136365907,279,621220.0367046088,1,1358357988096.914,774.43,0.0172
2015-01-05,2374.774264705882,232,550947.6294117647,1,1356620837896.9983,785.8,0.0168
2015-01-06,2185.0830287696967,182,397685.1112360848,1,1354887894633.5933,755.03,0.0166
2015-01-07,2423.4232,147,356243.2104000001,1,1353159189459.731,755.03,0.0157
2015-01-08,2307.1435,178,410671.543,1,1351434753576.8442,746.09,0.0159
2015-01-09,2247.1204901961764,159,357292.15794119204,1,1349714618234.7666,810.07,0.0167
2015-01-10,2412.7714814814817,143,345026.32185185194,1,1347998814731.7314,810.07,0.0167
2015-01-11,2153.4074074074074,144,310090.66666666674,1,1346287374414.3726,810.07,0.0167
2015-01-12,2604.444444444445,84,218773.33333333328,1,1344580328677.724,776.45,0.0163
2015-01-13,2601.5988888888887,70,182111.9222222222,1,1342877708965.2207,755.23,0.0158
2015-01-14,2894.095238095238,99,286515.4285714286,1,1341179546768.6973,738.15,0.0153
2015-01-15,2819.947368421052,112,315834.10526315786,1,1339485873628.3884,756.45,0.0155
2015-01-16,2720.318181818182,136,369963.2727272728,1,1337796721132.9294,754.78,0.0153
2015-01-17,2789.333333333333,175,488133.33333333343,1,1336112120919.3564,754.78,0.0153
2015-01-18,2550.0454545454545,135,344256.13636363635,1,1334432104673.1057,754.78,0.0153
2015-01-19,2670.526086956522,94,251029.45217391304,1,1332756704128.0127,769.31,0.0154
2015-01-20,2716.0771929826315,67,181977.1719298363,1,1331085951066.3147,765.46,0.0154
2015-01-21,2945.2,65,191438.0,1,1329419877318.6484,760.96,0.0153
2015-01-22,2726.722222222222,65,177236.94444444447,1,1327758514764.0508,782.68,0.0153
2015-01-23,2800.15,117,327617.55,1,1326101895329.9602,821.41,0.0156
2015-01-24,2589.68,153,396221.04,1,1324450050992.2136,821.41,0.0156
2015-01-25,2776.181818181818,132,366456.0,1,1322803013775.0498,821.41,0.0156
2015-01-26,2847.333333333333,71,202160.66666666672,1,1321160815751.1067,815.99,0.0156
2015-01-27,2792.68,69,192694.92,1,1319523489041.4236,756.36,0.0145
2015-01-28,2825.2105263157896,58,163862.2105263158,1,1317891065815.4397,790.52,0.0148
2015-01-29,2740.735,73,200073.655,1,1316263578290.9937,762.85,0.0147
2015-01-30,2904.666666666666,80,232373.33333333328,1,1314641058734.3262,751.79,0.0145
2015-01-31,2594.259090909091,123,319093.86818181816,1,1313023539460.077,751.79,0.0145
2015-02-01,2702.572727272727,122,329713.87272727274,1,1311411052831.2856,751.79,0.0145
2015-02-02,2678.315789473684,65,174090.52631578947,1,1309803631259.3936,754.84,0.0144
2015-02-03,2808.888888888889,61,171342.22222222222,1,1308201307204.2417,752.72,0.0146
2015-02-04,2773.8125,46,127595.375,1,1306604113174.0708,797.84,0.0153
2015-02-05,2843.85,60,170631.0,1,1305012081725.5234,765.11,0.0147
2015-02-06,2619.55,79,206944.45,1,1303425245463.6404,805.36,0.015
2015-02-07,2757.291666666666,112,308816.6666666666,1,1301843637041.8645,805.36,0.015
2015-02-08,2614.1851851851848,115,300631.2962962963,1,1300267289162.0383,805.36,0.015
2015-02-09,2654.41,48,127411.68,1,1298696234574.4043,827.14,0.015
2015-02-10,2783.375,59,164219.125,1,1297130506077.606,836.56,0.0152
2015-02-11,2661.752941176471,65,173013.9411764706,1,1295570136518.6863,845.02,0.0153
2015-02-12,2563.9,67,171781.30000000002,1,1294015158793.0894,853.08,0.0153
2015-02-13,2551.9565217391305,111,283267.17391304346,1,1292465605844.6592,876.95,0.0153
2015-02-14,2644.6270833333333,169,446941.9770833333,1,1290921510665.64,876.95,0.0153
2015-02-15,2671.4,102,272482.8,1,1289382906296.6772,876.95,0.0153
2015-02-16,2181.224462365484,98,213759.9973118174,1,1287849825826.815,912.76,0.0158
2015-02-17,2307.3867171718184,107,246890.37873738454,1,1286322302393.4983,897.45,0.0158
2015-02-18,2274.7741935483873,116,263873.8064516129,1,1284800369182.5742,906.39,0.016
2015-02-19,2194.998,111,243644.77800000002,1,1283284059428.287,927.15,0.0162
2015-02-20,2972.0770634775713,242,719242.6493615722,1,1281773406413.2842,912.93,0.0162
2015-02-21,2616.187464414545,256,669743.9908901236,1,1280268443468.611,912.93,0.0162
2015-02-22,2371.6329002370585,267,633225.9843632947,1,1278769203973.7158,912.93,0.0162
2015-02-23,2337.4917132506516,247,577360.4531729111,1,1277275721356.4448,912.93,0.0161
2015-02-24,2165.950344827586,113,244752.3889655172,1,1275788029093.0457,897.12,0.0157
2015-02-25,2369.4714501096873,89,210882.9590597622,1,1274306160708.1665,888.26,0.0158
2015-02-26,2271.3297826086955,90,204419.68043478255,1,1272830149774.8547,897.59,0.0163
2015-02-27,2293.770854700769,137,314246.6070940054,1,1271360029914.559,905.06,0.0163
2015-02-28,2094.0747747745945,151,316205.2909909637,1,1269895834797.129,905.06,0.0163
2015-03-01,2289.6118181818188,145,331993.7136363637,1,1268437598140.812,905.06,0.0163
2015-03-02,2349.16625,63,147997.47374999998,1,1266985353712.2583,901.62,0.0162
2015-03-03,2509.1,55,138000.5,1,1265539135326.518,899.0,0.016
2015-03-04,2150.925925925926,74,159168.51851851857,1,1264098976847.04,918.29,0.0162
2015-03-05,2470.099642857143,73,180317.27392857143,1,1262664912185.6758,896.38,0.0161
2015-03-06,2507.975,135,338576.625,1,1261236975302.6743,913.12,0.0164
2015-03-07,2256.112626262727,191,430917.51161618094,1,1259815200206.688,913.12,0.0164
2015-03-08,2154.1234615384615,144,310193.77846153843,1,1258399620954.767,913.12,0.0164
2015-03-09,2256.797160493704,113,255018.07913578852,1,1256990271652.3635,913.12,0.0165
2015-03-10,2287.1337037037038,86,196693.49851851846,1,1255587186453.329,896.13,0.0164
2015-03-11,2480.778076923077,67,166212.13115384613,1,1254190399559.916,842.6,0.016
2015-03-12,2376.7,84,199642.8,1,1252799945222.7764,855.74,0.0162
2015-03-13,2296.496,91,208981.13600000003,1,1251415857740.963,856.8,0.0163
2015-03-14,2235.782857142857,146,326424.29714285716,1,1250038171461.929,856.8,0.0163
2015-03-15,2326.768333333333,111,258271.285,1,1248666920781.5278,856.8,0.0163
2015-03-16,2957.0,45,133065.0,1,1247302140144.0132,825.13,0.016
2015-03-17,3006.8521201582757,104,312712.6204964607,1,1245943864042.0386,816.12,0.016
2015-03-18,2907.677777777917,104,302398.4888889033,1,1244592127016.6592,826.54,0.0162
2015-03-19,2805.318840579565,106,297363.7971014339,1,1243246963657.3286,866.28,0.0168
2015-03-20,3273.095959595758,138,451687.2424242146,1,1241908408601.902,845.57,0.0166
2015-03-21,3008.590909090909,157,472348.7727272727,1,1240576496536.6355,845.57,0.0166
2015-03-22,2755.384615384615,124,341667.6923076923,1,1239251262196.1838,845.57,0.0166
2015-03-23,2958.409090909091,90,266256.8181818182,1,1237932740363.6028,868.56,0.0169
2015-03-24,3037.952380952381,77,233922.33333333328,1,1236620965870.349,859.34,0.017
2015-03-25,3360.0224645294734,150,504003.369679421,1,1235315973596.2783,882.91,0.0173
2015-03-26,3572.1494252872412,180,642986.8965517036,1,1234017798469.6477,889.66,0.0174
2015-03-27,3181.2342857142853,174,553534.7657142858,1,1232726475467.1147,870.2,0.0174
2015-03-28,3345.414835165,189,632283.4038461851,1,1231442039613.7363,870.2,0.0174
2015-03-29,3216.4736842105267,129,414925.1052631578,1,1230164525982.97,870.2,0.0174
2015-03-30,3258.301282051153,95,309538.6217948596,1,1228893969696.674,855.84,0.0172
2015-03-31,3442.625,83,285737.875,1,1227630405925.1074,881.12,0.0174
2015-04-01,3301.4285714285716,59,194784.2857142857,2,1226373869886.9272,878.56,0.0171
2015-04-02,3099.95,79,244896.05,2,1225124396849.1938,908.83,0.0173
2015-04-03,3074.4347826086955,127,390453.2173913043,2,1223882022127.3655,934.88,0.0177
2015-04-04,2946.607142857143,158,465563.9285714285,2,1222646781085.3027,934.88,0.0177
2015-04-05,3026.88,127,384413.76,2,1221418709135.265,934.88,0.0177
2015-04-06,3254.7425000000007,103,335238.47750000004,2,1220197841737.912,934.3,0.0177
2015-04-07,3373.9375,52,175444.75,2,1218984214402.3047,967.5,0.018000000000000002
2015-04-08,2740.9473684210525,63,172679.68421052632,2,1217777862685.9038,969.44,0.0182
2015-04-09,2808.8810526315788,65,182577.2684210526,2,1216578822194.5703,987.16,0.0186
2015-04-10,3253.722222222222,74,240775.44444444447,2,1215387128582.566,1008.16,0.0193
2015-04-11,3087.5652173913045,125,385945.65217391314,2,1214202817552.5522,1008.16,0.0193
2015-04-12,2861.273333333333,84,240346.96,2,1213025924855.5913,1008.16,0.0193
2015-04-13,3040.751052631579,55,167241.30789473685,2,1211856486291.1453,984.71,0.0185
2015-04-14,3419.203643333,105,359016.382549965,2,1210694537707.0771,1011.08,0.0192
2015-04-15,3534.2560606059096,113,399370.93484846776,2,1209540114999.6494,1017.61,0.0196
2015-04-16,3485.720434782609,125,435715.05434782617,2,1208393254113.526,1060.6,0.0201
2015-04-17,3078.0825,149,458634.2925,2,1207253991041.7698,1065.37,0.02
2015-04-18,3410.1823333332,166,566090.2673333111,2,1206122361825.8452,1065.37,0.02
2015-04-19,2942.245,147,432510.015,2,1204998402555.6162,1065.37,0.02
2015-04-20,3479.5333333333338,82,285321.7333333334,2,1203882149369.3477,1004.97,0.0193
2015-04-21,3824.9,77,294517.3,2,1202773638453.7036,995.24,0.0187
2015-04-22,3561.5,71,252866.5,2,1201672906043.7505,1004.8,0.0186
2015-04-23,3637.75,65,236453.75,2,1200579988422.952,1009.19,0.0192
2015-04-24,2968.9,83,246418.7,2,1199494921923.1758,1030.09,0.0197
2015-04-25,2864.6363636363635,113,323703.90909090906,2,1198417742924.6863,1030.09,0.0197
2015-04-26,3344.318181818182,99,331087.5,2,1197348487856.1511,1030.09,0.0197
2015-04-27,3095.75,51,157883.25,2,1196287193194.6365,1041.08,0.0196
2015-04-28,2777.734375,67,186108.203125,2,1195233895465.6091,1016.94,0.0192
2015-04-29,2442.6829268292677,95,232054.87804878052,2,1194188631242.9363,1027.74,0.0195
2015-04-30,2410.1496491228945,109,262706.3117543955,2,1193151437148.8865,1031.98,0.0196
2015-05-01,2523.3302820513336,113,285136.3218718007,2,1192122349854.1265,1031.98,0.0193
2015-05-02,2528.930555555556,110,278182.36111111107,2,1191101406077.725,1031.98,0.0193
2015-05-03,2448.7162162162163,100,244871.62162162163,2,1190088642587.1516,1031.98,0.0193
2015-05-04,2400.7419354838707,91,218467.51612903227,2,1189084096198.2734,1031.98,0.0193
2015-05-05,2558.7164,63,161199.1332,2,1188087803775.3604,1033.07,0.0192
2015-05-06,2610.5652150538704,73,190571.26069893254,2,1187099802231.0825,1074.19,0.0198
2015-05-07,2325.4165517241377,68,158128.32551724138,2,1186120128526.5083,1059.42,0.0196
2015-05-08,2321.6263157894737,105,243770.76315789478,2,1185148819671.1094,1058.37,0.02
2015-05-09,2368.578125,88,208434.875,2,1184185912722.7551,1058.37,0.02
2015-05-10,2565.2761111111113,98,251397.05888888892,2,1183231444787.7166,1058.37,0.02
2015-05-11,2290.203434065898,104,238181.1571428534,2,1182285453020.6648,1058.37,0.0198
2015-05-12,2826.4666666666667,65,183720.3333333333,2,1181347974624.671,1058.21,0.0195
2015-05-13,2676.703703703704,50,133835.1851851852,2,1180419046851.2068,1072.6,0.0199
2015-05-14,2812.2727272727275,46,129364.54545454547,2,1179498707000.1443,1077.56,0.0203
2015-05-15,2276.1524324324328,77,175263.73729729725,2,1178586992419.756,1057.24,0.02
2015-05-16,2404.461044487447,142,341433.4683172175,2,1177683940506.7136,1057.24,0.02
2015-05-17,2338.730952380953,103,240889.2880952381,2,1176789588706.0908,1057.24,0.02
2015-05-18,2583.654255319149,146,377213.5212765957,2,1175903974511.3608,1075.16,0.0202
2015-05-19,3289.2058898868627,197,647973.5603077121,2,1175027135464.3965,1076.33,0.0203
2015-05-20,2846.6389313894233,178,506701.7297873173,2,1174159109155.4724,1056.41,0.0201
2015-05-21,2572.271728394889,149,383268.48753083847,2,1173299933223.2625,1035.14,0.0201
2015-05-22,2552.922072368421,164,418679.2198684211,2,1172449645354.8408,1044.73,0.02
2015-05-23,2463.1204036459367,205,504939.68274741713,2,1171608283285.682,1044.73,0.02
2015-05-24,2326.404544766154,168,390835.96352071385,2,1170775884799.662,1044.73,0.02
2015-05-25,2761.334827586207,110,303746.83103448275,2,1169952487729.0554,1050.32,0.02
2015-05-26,2747.928921568529,137,376466.26225488854,2,1169138129954.538,1044.84,0.02
2015-05-27,2915.5191220237507,94,274058.7974702325,2,1168332849405.1863,1022.71,0.0196
2015-05-28,2805.909953917097,102,286202.8152995439,2,1167536684058.4758,1008.39,0.0192
2015-05-29,2775.0859375,120,333010.3125,2,1166749671940.2842,992.51,0.019
2015-05-30,2767.658,145,401310.41,2,1165971851124.8867,992.51,0.019
2015-05-31,2664.4224137931037,97,258448.974137931,2,1165203259734.9624,992.51,0.019
2015-06-01,2580.8560606063643,12,30970.272727276366,2,1164443935941.588,975.6,0.0191
2015-06-02,2613.3053571428572,23,60106.02321428571,2,1163693917964.2407,953.25,0.0187
2015-06-03,2318.9,16,37102.4,2,1162953244070.7996,977.89,0.0189
2015-06-04,2588.0,16,41408.0,2,1162221952577.5427,946.83,0.0184
2015-06-05,2562.6060606063643,14,35876.484848489104,2,1161500081849.1497,916.76,0.0178
2015-06-06,2260.615384615385,20,45212.307692307695,2,1160787670298.6982,916.76,0.0178
2015-06-07,2536.4772727272725,16,40583.63636363636,2,1160084756387.6682,916.76,0.0178
2015-06-08,3311.5,11,36426.5,2,1159391378625.94,924.33,0.0178
2015-06-09,3291.269230769231,19,62534.11538461539,2,1158707575571.7932,926.35,0.0179
2015-06-10,2448.9166666666665,14,34284.83333333333,2,1158033385831.908,944.41,0.018000000000000002
2015-06-11,2373.958333333333,29,68844.79166666669,2,1157368848061.365,958.31,0.0184
2015-06-12,2459.05,22,54099.10000000001,2,1156714000963.6453,958.31,0.0182
2015-06-13,2271.7272727272725,15,34075.90909090909,2,1156068883290.63,958.31,0.0182
2015-06-14,2417.75,13,31430.75,2,1155433533842.6008,958.31,0.0182
2015-06-15,2359.714285714286,20,47194.285714285725,2,1154807991468.2395,947.1,0.0181
2015-06-16,2934.7619047619287,19,55760.47619047664,2,1154192295064.629,957.7,0.0183
2015-06-17,2395.115384615385,18,43112.07692307692,2,1153586483577.2502,978.16,0.0186
2015-06-18,2426.2727272727275,12,29115.272727272728,2,1152990595999.9878,973.13,0.0186
2015-06-19,1952.9038461538464,20,39058.07692307692,2,1152404671375.1233,980.37,0.0187
2015-06-20,2783.6538461538457,20,55673.076923076915,2,1151828748793.3408,980.37,0.0187
2015-06-21,2186.5,12,26238.0,2,1151262867393.7246,980.37,0.0187
2015-06-22,2249.0416666666665,16,35984.666666666664,2,1150707066363.7578,969.98,0.0185
2015-06-23,3355.543123543333,19,63755.31934732332,2,1150161384939.3252,978.46,0.0185
2015-06-24,2786.784090909375,19,52948.89772727811,2,1149625862404.7114,966.98,0.0186
2015-06-25,2729.3125,11,30022.4375,2,1149100538092.6013,951.77,0.0184
2015-06-26,2813.285714285714,14,39386.0,2,1148585451384.0806,940.14,0.0183
2015-06-27,2430.7727272727275,22,53477.00000000001,2,1148080641708.6345,940.14,0.0183
2015-06-28,3005.625,20,60112.5,2,1147586148544.1484,940.14,0.0183
2015-06-29,2899.333333333333,20,57986.66666666668,2,1147102011416.9097,938.73,0.0181
2015-06-30,2715.6111111111113,12,32587.333333333336,2,1146628269901.6038,926.48,0.0179
