Date,Price,Freq,Invoice,DayofWeek,Weekofyear,Quarter
2015-03-14,2235.782857142857,146,326424.29714285716,5,11,1
2015-03-15,2326.768333333333,111,258271.28499999997,6,11,1
2015-03-16,2957.0,45,133065.0,0,12,1
2015-03-17,3006.8521201582757,104,312712.6204964607,1,12,1
2015-03-18,2907.6777777779166,104,302398.48888890335,2,12,1
2015-03-19,2805.3188405795654,106,297363.7971014339,3,12,1
2015-03-20,3273.095959595758,138,451687.2424242146,4,12,1
2015-03-21,3008.590909090909,157,472348.7727272727,5,12,1
2015-03-22,2755.3846153846152,124,341667.6923076923,6,12,1
2015-03-23,2958.409090909091,90,266256.8181818182,0,13,1
2015-03-24,3037.9523809523807,77,233922.3333333333,1,13,1
2015-03-25,3360.0224645294734,150,504003.369679421,2,13,1
2015-03-26,3572.1494252872412,180,642986.8965517035,3,13,1
2015-03-27,3181.2342857142858,174,553534.7657142858,4,13,1
2015-03-28,3345.414835165,189,632283.4038461851,5,13,1
2015-03-29,3216.4736842105262,129,414925.10526315786,6,13,1
2015-03-30,3258.3012820511535,95,309538.6217948596,0,14,1
2015-03-31,3442.625,83,285737.875,1,14,1
2015-04-01,3301.4285714285716,59,194784.2857142857,2,14,2
2015-04-02,3099.95,79,244896.05,3,14,2
2015-04-03,3074.4347826086955,127,390453.2173913043,4,14,2
2015-04-04,2946.6071428571427,158,465563.9285714285,5,14,2
2015-04-05,3026.88,127,384413.76,6,14,2
2015-04-06,3254.7425000000003,103,335238.47750000004,0,15,2
2015-04-07,3373.9375,52,175444.75,1,15,2
2015-04-08,2740.9473684210525,63,172679.68421052632,2,15,2
2015-04-09,2808.8810526315788,65,182577.2684210526,3,15,2
2015-04-10,3253.722222222222,74,240775.44444444444,4,15,2
2015-04-11,3087.5652173913045,125,385945.6521739131,5,15,2
2015-04-12,2861.273333333333,84,240346.96,6,15,2
2015-04-13,3040.751052631579,55,167241.30789473685,0,16,2
2015-04-14,3419.203643333,105,359016.382549965,1,16,2
2015-04-15,3534.2560606059096,113,399370.93484846776,2,16,2
2015-04-16,3485.720434782609,125,435715.05434782617,3,16,2
2015-04-17,3078.0825,149,458634.2925,4,16,2
2015-04-18,3410.1823333332,166,566090.2673333111,5,16,2
2015-04-19,2942.245,147,432510.01499999996,6,16,2
2015-04-20,3479.5333333333338,82,285321.7333333334,0,17,2
2015-04-21,3824.9,77,294517.3,1,17,2
2015-04-22,3561.5,71,252866.5,2,17,2
2015-04-23,3637.75,65,236453.75,3,17,2
2015-04-24,2968.9,83,246418.7,4,17,2
2015-04-25,2864.6363636363635,113,323703.90909090906,5,17,2
2015-04-26,3344.318181818182,99,331087.5,6,17,2
2015-04-27,3095.75,51,157883.25,0,18,2
2015-04-28,2777.734375,67,186108.203125,1,18,2
2015-04-29,2442.682926829268,95,232054.87804878046,2,18,2
2015-04-30,2410.1496491228945,109,262706.3117543955,3,18,2
2015-05-01,2523.3302820513336,113,285136.3218718007,4,18,2
2015-05-02,2528.9305555555557,110,278182.3611111111,5,18,2
2015-05-03,2448.7162162162163,100,244871.62162162163,6,18,2
2015-05-04,2400.7419354838707,91,218467.51612903224,0,19,2
2015-05-05,2558.7164000000002,63,161199.1332,1,19,2
2015-05-06,2610.5652150538704,73,190571.26069893254,2,19,2
2015-05-07,2325.416551724138,68,158128.32551724138,3,19,2
2015-05-08,2321.6263157894737,105,243770.76315789475,4,19,2
2015-05-09,2368.578125,88,208434.875,5,19,2
2015-05-10,2565.2761111111113,98,251397.05888888892,6,19,2
2015-05-11,2290.203434065898,104,238181.1571428534,0,20,2
2015-05-12,2826.4666666666667,65,183720.33333333334,1,20,2
2015-05-13,2676.703703703704,50,133835.1851851852,2,20,2
2015-05-14,2812.2727272727275,46,129364.54545454547,3,20,2
2015-05-15,2276.1524324324323,77,175263.73729729728,4,20,2
2015-05-16,2404.461044487447,142,341433.4683172175,5,20,2
2015-05-17,2338.7309523809527,103,240889.28809523812,6,20,2
2015-05-18,2583.654255319149,146,377213.5212765957,0,21,2
2015-05-19,3289.2058898868627,197,647973.560307712,1,21,2
2015-05-20,2846.6389313894233,178,506701.72978731734,2,21,2
2015-05-21,2572.2717283948887,149,383268.4875308384,3,21,2
2015-05-22,2552.922072368421,164,418679.2198684211,4,21,2
2015-05-23,2463.120403645937,205,504939.68274741713,5,21,2
2015-05-24,2326.404544766154,168,390835.96352071385,6,21,2
2015-05-25,2761.3348275862068,110,303746.83103448275,0,22,2
2015-05-26,2747.9289215685294,137,376466.26225488854,1,22,2
2015-05-27,2915.5191220237502,94,274058.79747023253,2,22,2
2015-05-28,2805.909953917097,102,286202.8152995439,3,22,2
2015-05-29,2775.0859375,120,333010.3125,4,22,2
2015-05-30,2767.658,145,401310.41,5,22,2
2015-05-31,2664.4224137931033,97,258448.974137931,6,22,2
2015-06-01,2580.856060606364,12,30970.272727276366,0,23,2
2015-06-02,2613.3053571428572,23,60106.02321428571,1,23,2
2015-06-03,2318.9,16,37102.4,2,23,2
2015-06-04,2588.0,16,41408.0,3,23,2
2015-06-05,2562.606060606364,14,35876.4848484891,4,23,2
2015-06-06,2260.6153846153848,20,45212.307692307695,5,23,2
2015-06-07,2536.4772727272725,16,40583.63636363636,6,23,2
2015-06-08,3311.5,11,36426.5,0,24,2
2015-06-09,3291.269230769231,19,62534.11538461539,1,24,2
2015-06-10,2448.9166666666665,14,34284.83333333333,2,24,2
2015-06-11,2373.9583333333335,29,68844.79166666667,3,24,2
2015-06-12,2459.05,22,54099.100000000006,4,24,2
2015-06-13,2271.7272727272725,15,34075.90909090909,5,24,2
2015-06-14,2417.75,13,31430.75,6,24,2
2015-06-15,2359.714285714286,20,47194.28571428572,0,25,2
2015-06-16,2934.7619047619287,19,55760.47619047664,1,25,2
2015-06-17,2395.1153846153848,18,43112.07692307692,2,25,2
2015-06-18,2426.2727272727275,12,29115.272727272728,3,25,2
2015-06-19,1952.9038461538462,20,39058.07692307692,4,25,2
2015-06-20,2783.653846153846,20,55673.07692307692,5,25,2
2015-06-21,2186.5,12,26238.0,6,25,2
2015-06-22,2249.0416666666665,16,35984.666666666664,0,26,2
2015-06-23,3355.5431235433334,19,63755.31934732333,1,26,2
2015-06-24,2786.7840909093748,19,52948.89772727812,2,26,2
2015-06-25,2729.3125,11,30022.4375,3,26,2
2015-06-26,2813.285714285714,14,39386.0,4,26,2
2015-06-27,2430.7727272727275,22,53477.00000000001,5,26,2
2015-06-28,3005.625,20,60112.5,6,26,2
2015-06-29,2899.3333333333335,20,57986.66666666667,0,27,2
2015-06-30,2715.6111111111113,12,32587.333333333336,1,27,2
