Date,Price,Freq,Invoice,Dayofweek,GDP,IMOEX,RubinDolar
2013-11-02,2373.7398373982924,396,940000.9756097237,5,2146767102698.1736,1480.42,0.0311
2013-11-03,2006.6161616160605,366,734421.5151514781,6,2145452526079.5735,1480.42,0.0311
2013-11-04,1961.511111111,305,598260.8888888551,0,2144133266338.3896,1480.42,0.0308
2013-11-05,2174.6,264,574094.4,1,2142809333912.321,1475.18,0.0309
2013-11-06,2119.7586206896553,247,523580.3793103449,2,2141480739287.468,1460.23,0.0307
2013-11-07,1881.470588235294,226,425212.3529411765,3,2140147492998.3315,1458.93,0.0309
2013-11-08,1948.2727272727273,285,555257.7272727273,4,2138809605627.8118,1468.22,0.0308
2013-11-09,1941.3636363636365,379,735776.8181818181,5,2137467087807.2107,1468.22,0.0308
2013-11-10,1834.058823529412,306,561222.0,6,2136119950216.2292,1468.22,0.0308
2013-11-11,1661.6774193548388,210,348952.2580645161,0,2134768203582.9695,1435.12,0.0306
2013-11-12,1677.6296296296296,174,291907.55555555556,1,2133411858683.9336,1427.93,0.0304
2013-11-13,1866.2,156,291127.2,2,2132050926344.0237,1437.37,0.0304
2013-11-14,1658.3961538461538,145,240467.44230769234,3,2130685417436.5425,1406.92,0.0305
2013-11-15,1736.25,242,420172.5,4,2129315342883.193,1434.44,0.0305
2013-11-16,1775.264705882353,355,630218.9705882353,5,2127940713654.079,1434.44,0.0305
2013-11-17,1629.0426470588236,328,534325.9882352941,6,2126561540767.704,1434.44,0.0305
2013-11-18,1947.1851851851845,201,391384.22222222225,0,2125177835290.972,1444.24,0.0307
2013-11-19,1679.6347826086953,204,342645.4956521739,1,2123789608339.1863,1462.98,0.0307
2013-11-20,1732.1153846153845,169,292727.5,2,2122396871076.0527,1455.04,0.0306
2013-11-21,1590.896551724138,188,299088.5517241379,3,2120999634713.676,1447.2,0.0304
2013-11-22,1704.2727272727273,254,432885.2727272727,4,2119597910512.5603,1425.86,0.0303
2013-11-23,1655.6757575757574,349,577830.8393939395,5,2118191709781.6128,1425.86,0.0303
2013-11-24,1756.9259259259259,281,493696.1851851852,6,2116781043878.1382,1425.86,0.0303
2013-11-25,1882.8095238095239,184,346436.95238095237,0,2115365924207.8423,1444.91,0.0305
2013-11-26,1692.121153846154,178,301197.5653846154,1,2113946362224.8325,1433.55,0.0304
2013-11-27,1755.04,142,249215.68,2,2112522369431.6152,1416.43,0.0303
2013-11-28,1473.12,133,195924.96,3,2111093957379.0972,1404.31,0.0301
2013-11-29,1727.5652173913047,196,338602.78260869556,4,2109661137666.5864,1406.51,0.0302
2013-11-30,1574.161290322581,306,481693.3548387097,5,2108223921941.79,1406.51,0.0302
2013-12-01,1639.6296296296296,271,444339.6296296296,6,2106782321900.816,1406.51,0.0302
2013-12-02,1667.2608695652175,129,215076.65217391305,0,2105336349288.173,1402.93,0.0302
2013-12-03,1606.6838709677418,164,263496.1548387096,1,2103886015896.7695,1398.74,0.0301
2013-12-04,1606.623214285714,171,274732.5696428571,2,2102431333567.9148,1372.44,0.0301
2013-12-05,1658.25,173,286877.25,3,2100972314191.317,1364.44,0.0302
2013-12-06,2211.4408668154683,325,718718.2817150272,4,2099508969705.087,1362.55,0.0303
2013-12-07,2218.5218181818177,420,931779.1636363636,5,2098041312095.7336,1362.55,0.0303
2013-12-08,2132.864634146341,314,669719.4951219511,6,2096569353398.1675,1362.55,0.0303
2013-12-09,1981.9142857142856,202,400346.68571428576,0,2095093105695.6992,1390.61,0.0305
2013-12-10,1971.25,254,500697.5,1,2093612581120.039,1412.08,0.0306
2013-12-11,2164.9794871796153,231,500110.2615384911,2,2092127791851.2988,1409.85,0.0306
2013-12-12,1975.5185185185185,228,450418.2222222222,3,2090638750117.9893,1409.28,0.0305
2013-12-13,1846.8796296297226,281,518973.17592595203,4,2089145468197.0225,1393.57,0.0305
2013-12-14,1812.8823529411768,454,823048.5882352942,5,2087647958413.7104,1393.57,0.0305
2013-12-15,1794.1019607844119,408,731993.60000004,6,2086146233141.765,1393.57,0.0305
2013-12-16,1528.5337719298245,265,405061.44956140354,0,2084640304803.3,1391.85,0.0304
2013-12-17,1508.6745901639342,269,405833.46475409827,1,2083130185868.827,1407.25,0.0303
2013-12-18,1470.1598360655735,300,441047.950819672,2,2081615888857.2595,1414.68,0.0303
2013-12-19,1588.996153846154,336,533902.7076923078,3,2080097426335.912,1423.87,0.0304
2013-12-20,1456.1825757575755,409,595578.6734848485,4,2078574810920.4976,1431.11,0.0303
2013-12-21,1425.5799145298718,610,869603.7478632219,5,2077048055275.1309,1431.11,0.0303
2013-12-22,1581.3334349592685,574,907685.3916666202,6,2075517172112.3264,1431.11,0.0303
2013-12-23,1514.1747474746974,383,579928.928282809,0,2073982174192.998,1429.91,0.0303
2013-12-24,1531.6379032258067,350,536073.2661290322,1,2072443074326.462,1453.1,0.0306
2013-12-25,1460.064930555555,449,655569.1538194444,2,2070899885370.433,1454.02,0.0306
2013-12-26,1508.8208333333334,503,758936.8791666669,3,2069352620231.028,1447.5,0.0306
2013-12-27,1571.587323943662,601,944523.9816901408,4,2067801291862.7612,1448.29,0.0306
2013-12-28,1484.7914663997196,860,1276920.661103759,5,2066245913268.5503,1448.29,0.0306
2013-12-29,1569.3183505154639,851,1335489.9162886594,6,2064686497499.712,1448.29,0.0306
2013-12-30,1517.1441746794226,887,1345706.882940648,0,2063123057655.9624,1445.39,0.0306
2013-12-31,1519.0460499998999,808,1227389.208399919,1,2061555606885.4197,1445.39,0.0305
2014-01-01,1534.5605769230767,179,274686.34326923074,2,2059984158384.6008,1445.39,0.0304
2014-01-02,1457.42545138875,583,849679.0381596412,3,2058408725398.424,1445.39,0.0304
2014-01-03,1464.8491561181008,511,748537.9187763495,4,2056829321220.2068,1445.39,0.0302
2014-01-04,1502.0537037037036,447,671418.0055555556,5,2055245959191.669,1445.39,0.0302
2014-01-05,1307.921052631579,428,559790.2105263157,6,2053658652702.9285,1445.39,0.0302
2014-01-06,1372.8084745762708,400,549123.3898305083,0,2052067415192.505,1442.73,0.0301
2014-01-07,1238.7156862745098,313,387718.00980392157,1,2050472260147.3171,1442.73,0.0301
2014-01-08,1483.4027777777776,312,462821.66666666674,2,2048873201102.6855,1388.28,0.0302
2014-01-09,1340.534375,213,285533.821875,3,2047270251642.3303,1390.35,0.0302
2014-01-10,1466.4422222222222,203,297687.7711111111,4,2045663425398.3708,1388.86,0.0301
2014-01-11,1346.5336206896552,301,405306.61982758617,5,2044052736051.329,1388.86,0.0301
2014-01-12,1438.3849056603772,224,322198.2188679245,6,2042438197330.1252,1388.86,0.0301
2014-01-13,1514.8978260869562,182,275711.404347826,0,2040819823012.0813,1395.91,0.0302
2014-01-14,1593.3884615384613,174,277249.5923076923,1,2039197626922.9182,1401.82,0.03
2014-01-15,1395.1279069767445,191,266469.43023255817,2,2037571622936.7576,1388.69,0.03
2014-01-16,1543.5384615384617,151,233074.3076923077,3,2035941824976.123,1401.78,0.0299
2014-01-17,1563.3387755102042,216,337681.1755102041,4,2034308247011.936,1397.23,0.0299
2014-01-18,1387.3292452830187,305,423135.4198113207,5,2032670903063.5195,1397.23,0.0299
2014-01-19,1358.3333333333333,275,373541.66666666657,6,2031029807198.5967,1397.23,0.0299
2014-01-20,1378.802083333333,175,241290.36458333328,0,2029384973533.292,1395.79,0.0297
2014-01-21,1513.935135135135,155,234659.9459459459,1,2027736416232.1284,1394.49,0.0296
2014-01-22,1357.530612244898,172,233495.2653061225,2,2026084149508.0295,1395.87,0.0294
2014-01-23,1370.515909090909,165,226135.125,3,2024428187622.321,1391.75,0.0294
2014-01-24,1353.1234042553192,224,303099.64255319146,4,2022768544884.7263,1381.59,0.0293
2014-01-25,1445.6442622950815,302,436584.5672131147,5,2021105235653.372,1381.59,0.0293
2014-01-26,1548.7341836734693,252,390281.0142857143,6,2019438274334.7815,1381.59,0.0293
2014-01-27,1223.1531609195347,212,259308.47011494136,0,2017767675383.8823,1364.11,0.029
2014-01-28,1368.7892820512309,225,307977.58846152696,1,2016093453303.999,1346.51,0.0288
2014-01-29,1246.834547619043,233,290512.44959523703,2,2014415622646.8591,1332.51,0.0289
2014-01-30,1172.6932240437704,211,247438.2702732356,3,2012734198012.5881,1308.0,0.0285
2014-01-31,1237.0348084290806,313,387191.8950383022,4,2011049194049.713,1320.9,0.0286
2014-02-01,1190.583565972229,453,539334.3553854198,5,2009360625455.1616,1320.9,0.0286
2014-02-02,1129.3588034187565,333,376076.4815384459,6,2007668506974.2617,1320.9,0.0286
2014-02-03,1222.1348333333333,208,254204.04533333328,0,2005972853400.74,1301.02,0.0284
2014-02-04,1193.7234745762712,220,262619.1644067797,1,2004273679576.7256,1293.2,0.0282
2014-02-05,1182.6309119496227,201,237708.81330187415,2,2002571000392.7463,1291.82,0.0285
2014-02-06,1301.0017543859653,214,278414.3754385965,3,2000864830787.7317,1317.5,0.0287
2014-02-07,1243.2588308457762,221,274760.20161691646,4,1999155185749.0095,1330.28,0.0288
2014-02-08,1219.2176709401667,358,436479.9261965797,5,1997442080312.3103,1330.28,0.0288
2014-02-09,1220.802976190529,315,384552.9375000167,6,1995725529561.764,1330.28,0.0288
2014-02-10,1221.8562295081967,193,235818.252295082,0,1994005548629.8992,1341.49,0.0288
2014-02-11,1227.4144545454546,165,202523.385,1,1992282152697.647,1336.02,0.0288
2014-02-12,1226.136666666731,194,237870.5133333458,2,1990555356994.3384,1341.85,0.0288
2014-02-13,1212.4628603603646,227,275229.06930180284,3,1988825176797.704,1353.17,0.0287
2014-02-14,1187.016376811551,277,328803.53637679963,4,1987091627433.8745,1321.61,0.0285
2014-02-15,1203.3961764705882,401,482561.8667647058,5,1985354724277.3818,1321.61,0.0285
2014-02-16,1146.8215476190912,347,397947.0770238247,6,1983614482751.1587,1321.61,0.0285
2014-02-17,1203.1907,202,243044.5214,0,1981870918326.536,1343.2,0.0285
2014-02-18,1269.5364052288235,199,252637.7446405359,1,1980124046523.2468,1347.76,0.0284
2014-02-19,1222.336013071902,205,250578.88267973988,2,1978373882909.424,1342.46,0.0282
2014-02-20,1211.8805637254852,245,296910.7381127439,3,1976620443101.6008,1300.41,0.0279
2014-02-21,1229.8236431623075,332,408301.4495298861,4,1974863742764.71,1305.88,0.028
2014-02-22,1105.6678551752068,568,628019.3417395174,5,1973103797612.0852,1305.88,0.028
2014-02-23,1155.5529002849573,547,632087.4364558717,6,1971340623405.4617,1305.88,0.028
2014-02-24,1422.1282051282049,145,206208.58974358972,0,1969574235954.973,1315.56,0.0281
2014-02-25,1284.7532258064516,117,150316.12741935483,1,1967804651119.153,1321.31,0.0281
2014-02-26,1369.0033333333333,134,183446.44666666663,2,1966031884804.9382,1306.9,0.028
2014-02-27,1532.4,127,194614.8,3,1964255952967.6624,1285.83,0.0277
2014-02-28,1537.470432083774,210,322868.79073759256,4,1962476871611.0625,1262.91,0.0278
2014-03-01,1598.877232142857,332,530827.2410714285,5,1960694656787.2732,1262.91,0.0278
2014-03-02,1544.904255319149,261,403220.0106382979,6,1958909324596.8318,1262.91,0.0278
2014-03-03,1538.221052631579,162,249191.8105263158,0,1957120891188.6743,1239.77,0.0273
2014-03-04,1389.635,174,241796.49,1,1955329372760.1367,1121.68,0.0274
2014-03-05,1340.898148148148,200,268179.6296296296,2,1953534785556.958,1188.19,0.0277
2014-03-06,1583.7839330808333,190,300918.9472853584,3,1951737145873.2744,1182.74,0.0277
2014-03-07,1523.7032369145456,307,467776.89373276546,4,1949936470051.6235,1163.07,0.0276
2014-03-08,1516.9360062892456,314,476317.9059748231,5,1948132774482.9436,1163.07,0.0276
2014-03-09,1423.704702380893,272,387247.67904760287,6,1946326075606.5732,1163.07,0.0276
2014-03-10,1511.9367521366667,205,309947.0341880166,0,1944516389910.2507,1163.07,0.0275
2014-03-11,1580.992857142857,150,237148.92857142852,1,1942703733930.116,1153.57,0.0275
2014-03-12,1382.7583333333332,137,189437.89166666663,2,1940888124250.7068,1126.91,0.0274
2014-03-13,1463.412765957447,143,209268.02553191487,3,1939069577504.9644,1104.49,0.0274
2014-03-14,1795.2998457539995,252,452415.56113000796,4,1937248110374.2275,1064.19,0.0273
2014-03-15,1790.4701149424136,316,565788.5563218028,5,1935423739588.2368,1064.19,0.0273
2014-03-16,1747.625,277,484092.125,6,1933596481925.1328,1064.19,0.0273
2014-03-17,1823.4642076501639,200,364692.8415300328,0,1931766354211.4563,1070.41,0.0273
2014-03-18,1710.778911564694,175,299386.30952382146,1,1929933373322.1484,1121.6,0.0275
2014-03-19,1769.7886904763636,145,256619.3601190727,2,1928097556180.551,1160.78,0.0276
2014-03-20,1676.123397435769,194,325167.9391025392,3,1926258919758.4053,1142.8,0.0276
2014-03-21,1663.6957650273773,250,415923.9412568443,4,1924417481075.854,1127.52,0.0275
2014-03-22,1577.0238425925004,339,534611.0826388575,5,1922573257201.4387,1127.52,0.0275
2014-03-23,1552.627192982456,257,399025.1885964912,6,1920726265252.1028,1127.52,0.0275
2014-03-24,1497.9846153846154,151,226195.6769230769,0,1918876522393.189,1135.11,0.0276
2014-03-25,1624.3088235294117,133,216033.07352941172,1,1917024045838.4404,1135.07,0.0277
2014-03-26,1463.4345238095239,151,220978.61309523808,2,1915168852850.0007,1176.45,0.0282
2014-03-27,1531.7465116279068,163,249674.6813953488,3,1913310960738.4155,1193.48,0.0281
2014-03-28,1510.5384615384617,164,247728.3076923077,4,1911450386862.6265,1180.51,0.0281
2014-03-29,1646.3602272727273,238,391833.73409090907,5,1909587148629.9795,1180.51,0.0281
2014-03-30,1514.3666666666666,221,334675.03333333327,6,1907721263496.2192,1180.51,0.0281
2014-03-31,1464.595238095238,120,175751.42857142858,0,1905852748965.491,1187.6,0.028
2014-04-01,1582.7878787878788,95,150364.84848484848,1,1903981622590.3403,1227.13,0.0285
2014-04-02,1576.838709677419,99,156107.0322580645,2,1902107901971.7131,1236.5,0.0285
2014-04-03,1752.0382352941178,98,171699.74705882356,3,1900231604758.9548,1222.93,0.0282
2014-04-04,1494.4333333333334,154,230142.73333333328,4,1898352748649.8125,1213.09,0.0281
2014-04-05,1692.754545454545,278,470585.7636363635,5,1896471351390.4329,1213.09,0.0281
2014-04-06,1588.5076923076927,189,300227.95384615386,6,1894587430775.3623,1213.09,0.0281
2014-04-07,1535.4137931034486,101,155076.7931034483,0,1892701004647.5493,1225.49,0.0283
2014-04-08,1495.666666666667,86,128627.33333333336,1,1890812090898.3408,1194.48,0.0281
2014-04-09,1531.93125,122,186895.6125,2,1888920707467.4849,1195.8,0.028
2014-04-10,1565.25,124,194091.0,3,1887026872343.1296,1196.25,0.0281
2014-04-11,1481.165714285714,158,234024.18285714282,4,1885130603561.824,1199.5,0.0281
2014-04-12,1499.6833333333334,235,352425.58333333343,5,1883231919208.5168,1199.5,0.0281
2014-04-13,1492.8166666666666,201,300056.15,6,1881330837416.557,1199.5,0.0281
2014-04-14,1664.9546875,114,189804.834375,0,1879427376367.6943,1200.22,0.028
2014-04-15,1391.625,87,121071.375,1,1877521554292.0789,1175.54,0.0278
2014-04-16,1574.7624999999996,115,181097.6875,2,1875613389468.2605,1146.26,0.0276
2014-04-17,1472.7146341463415,154,226798.05365853655,3,1873702900223.1892,1157.59,0.0277
2014-04-18,1379.3103448275863,136,187586.2068965517,4,1871790104932.2168,1194.11,0.0282
2014-04-19,1573.28125,207,325669.21875,5,1869875022019.0935,1194.11,0.0282
2014-04-20,1554.732142857143,167,259640.2678571429,6,1867957669955.9717,1194.11,0.0282
2014-04-21,1515.1407407407407,99,149998.93333333332,0,1866038067263.4016,1200.44,0.0281
2014-04-22,1388.1323529411764,109,151306.42647058825,1,1864116232510.336,1186.1,0.028
2014-04-23,1346.0,104,139984.0,2,1862192184314.1277,1178.02,0.028
2014-04-24,1387.3125,94,130407.375,3,1860265941340.5288,1174.52,0.028
2014-04-25,1588.1142857142856,91,144518.4,4,1858337522303.692,1140.62,0.0279
2014-04-26,1451.002564102564,231,335181.5923076923,5,1856406945966.1704,1140.62,0.0279
2014-04-27,1457.0691176470586,208,303070.37647058826,6,1854474231138.9185,1140.62,0.0279
2014-04-28,1479.390625,111,164212.359375,0,1852539396681.2896,1114.95,0.0278
2014-04-29,1520.3846153846155,97,147477.3076923077,1,1850602461501.038,1149.48,0.0279
2014-04-30,1511.3148148148148,147,222163.27777777772,2,1848663444554.3176,1153.87,0.028
2014-05-01,1422.9310344827584,173,246167.06896551728,3,1846722364845.6848,1153.87,0.0281
2014-05-02,1435.7148148148146,176,252685.80740740738,4,1844779241428.0923,1151.7,0.0281
2014-05-03,1573.796875,158,248659.90625,5,1842834093402.8977,1151.7,0.0281
2014-05-04,1405.8583333333331,150,210878.75,6,1840886939919.8557,1151.7,0.0281
2014-05-05,1553.666666666667,114,177118.0,0,1838937800177.1223,1144.18,0.0278
2014-05-06,1593.966666666667,88,140269.06666666668,1,1836986693421.2544,1144.86,0.028
2014-05-07,1436.621666666667,94,135042.43666666668,2,1835033638947.208,1169.58,0.0282
2014-05-08,1430.6256410256408,158,226038.85128205124,3,1833078656098.34,1230.0,0.0286
2014-05-09,1457.9333333333334,129,188073.4,4,1831121764266.4084,1230.0,0.0285
2014-05-10,1460.7333333333331,187,273157.13333333336,5,1829162982891.5703,1230.0,0.0285
2014-05-11,1509.0102941176472,161,242950.6573529412,6,1827202331462.384,1230.0,0.0285
2014-05-12,1451.48,90,130633.2,0,1825239829515.8071,1233.72,0.0284
2014-05-13,1504.8766666666668,81,121895.01,1,1823275496637.1985,1234.89,0.0285
2014-05-14,1347.4857142857145,85,114536.28571428572,2,1821309352460.317,1254.24,0.0287
2014-05-15,1425.5814814814817,104,148260.4740740741,3,1819341416667.3215,1262.4,0.0288
2014-05-16,1538.6527027027025,160,246184.4324324324,4,1817371708988.772,1250.06,0.0287
2014-05-17,1381.1602564102564,218,301092.9358974359,5,1815400249203.628,1250.06,0.0287
2014-05-18,1449.158536585366,202,292730.0243902439,6,1813427057139.2488,1250.06,0.0287
2014-05-19,1416.4785714285715,107,151563.20714285714,0,1811452152671.396,1262.65,0.0288
2014-05-20,1639.284523809643,121,198353.4273809668,1,1809475555724.2288,1291.52,0.0289
2014-05-21,1448.2154761904765,149,215784.10595238092,2,1807497286270.31,1298.99,0.029
2014-05-22,1483.1333333333334,143,212088.06666666668,3,1805517364330.6,1322.17,0.0291
2014-05-23,1423.1282051282049,162,230546.76923076922,4,1803535809974.46,1311.57,0.0291
2014-05-24,1502.454629629722,224,336549.8370370577,5,1801552643319.6528,1311.57,0.0291
2014-05-25,1540.5378378378382,195,300404.8783783784,6,1799567884532.34,1311.57,0.0291
2014-05-26,1555.4875,118,183547.525,0,1797581553827.0842,1328.43,0.0293
2014-05-27,2564.2279547056164,270,692341.5477705165,1,1795593671466.8486,1335.11,0.0292
2014-05-28,2141.3062925169393,202,432543.87108842155,2,1793604257762.9958,1297.94,0.029
2014-05-29,1958.6207641195351,218,426979.32657805865,3,1791613333075.29,1301.89,0.0289
2014-05-30,2002.3630952380954,222,444524.60714285716,4,1789620917811.8943,1315.41,0.0288
2014-05-31,1838.000337837838,260,477880.0878378378,5,1787627032429.3735,1315.41,0.0288
2014-06-01,1787.3681250000004,232,414669.405,6,1785631697432.6914,1315.41,0.0288
2014-06-02,1711.9911764705885,162,277342.57058823534,0,1783634933375.2131,1297.61,0.0286
2014-06-03,1879.7179487179485,154,289476.5641025641,1,1781636760858.7031,1318.05,0.0285
2014-06-04,1761.75,158,278356.5,2,1779637200533.3271,1321.1,0.0285
2014-06-05,1836.090909090909,122,224003.0909090909,3,1777636273097.6511,1326.28,0.0286
2014-06-06,1766.0895833334373,168,296703.05000001745,4,1775633999298.6404,1337.26,0.0288
2014-06-07,1674.909090909091,202,338331.63636363635,5,1773630399931.6616,1337.26,0.0288
2014-06-08,1581.1433333333334,195,308322.95,6,1771625495840.4812,1337.26,0.0288
2014-06-09,1692.483870967742,151,255565.06451612906,0,1769619307917.2659,1359.1,0.029
2014-06-10,1638.3555555555554,164,268690.31111111114,1,1767611857102.5835,1363.31,0.0291
2014-06-11,1582.2527777777775,197,311703.7972222222,2,1765603164385.401,1367.25,0.0291
2014-06-12,1667.2910256410255,252,420157.3384615384,3,1763593250803.086,1367.25,0.0291
2014-06-13,1503.4433333333334,197,296178.3366666667,4,1761582137441.4072,1367.25,0.0291
2014-06-14,1464.251851851852,149,218173.52592592602,5,1759569845434.5327,1367.25,0.0291
2014-06-15,1347.8972222222224,197,265535.7527777778,6,1757556395965.0315,1367.25,0.0291
2014-06-16,1548.4333333333334,167,258588.36666666673,0,1755541810263.8723,1356.75,0.029
2014-06-17,1672.275,127,212378.925,1,1753526109610.4246,1357.67,0.0289
2014-06-18,1346.8588235294114,171,230312.85882352942,2,1751509315332.458,1344.82,0.0287
2014-06-19,1833.521739130435,134,245691.91304347827,3,1749491448806.143,1372.98,0.0291
2014-06-20,1544.5555555555554,152,234772.4444444445,4,1747472531456.0493,1368.13,0.0291
2014-06-21,1503.88,234,351907.9200000001,5,1745452584755.1477,1368.13,0.0291
2014-06-22,1645.3864864864865,188,309332.6594594595,6,1743431630224.8088,1368.13,0.0291
2014-06-23,1450.4535714285714,139,201613.04642857146,0,1741409689434.8042,1361.28,0.029
2014-06-24,1595.6617647058827,162,258497.2058823529,1,1739386784003.3057,1373.57,0.0293
2014-06-25,1393.928571428571,158,220240.71428571426,2,1737362935596.8848,1412.76,0.0296
2014-06-26,1660.3225806451612,139,230784.83870967745,3,1735338165930.5132,1385.31,0.0296
2014-06-27,1386.5580645161292,150,207983.70967741942,4,1733312496767.564,1378.96,0.0296
2014-06-28,1472.3428571428574,272,400477.2571428571,5,1731285949919.81,1378.96,0.0296
2014-06-29,1445.875,192,277608.0,6,1729258547247.4238,1378.96,0.0296
2014-06-30,1554.2564516129032,174,270440.62258064514,0,1727230310658.9795,1379.94,0.0296
2014-07-01,1495.1206896551723,140,209316.89655172406,1,1725201262111.45,1361.47,0.0294
2014-07-02,1595.5441176470588,139,221780.6323529412,2,1723171423610.2097,1361.53,0.0291
2014-07-03,1690.5026881719355,173,292456.96505374485,3,1721140817209.0327,1391.47,0.0292
2014-07-04,1668.7244791665626,178,297032.9572916481,4,1719109465010.0942,1389.7,0.0291
2014-07-05,1482.833333333333,213,315843.5,5,1717077389163.9688,1389.7,0.0291
2014-07-06,1442.4166666667645,177,255307.75000001732,6,1715044611869.6316,1389.7,0.0291
2014-07-07,1383.0306451612905,148,204688.53548387095,0,1713011155374.4585,1359.0,0.0291
2014-07-08,1622.4375757575756,147,238498.32363636364,1,1710977041974.2246,1383.4,0.029
2014-07-09,1654.915,172,284645.38,2,1708942294013.1074,1391.66,0.0292
2014-07-10,1576.1847368421054,158,249037.18842105265,3,1706906933883.682,1408.89,0.0295
2014-07-11,1486.5169047620002,176,261626.975238112,4,1704870984026.9265,1384.09,0.0294
2014-07-12,1432.5499999999995,237,339514.34999999986,5,1702834466932.2168,1384.09,0.0294
2014-07-13,1532.8,207,317289.6,6,1700797405137.331,1384.09,0.0294
2014-07-14,1471.969696969697,158,232571.2121212121,0,1698759821228.4468,1379.34,0.0292
2014-07-15,1434.1896551724137,158,226601.96551724136,1,1696721737840.1418,1358.05,0.0291
2014-07-16,1504.9877419354834,136,204678.3329032258,2,1694683177655.3955,1342.78,0.0291
2014-07-17,1515.7615625,156,236458.80375,3,1692644163405.585,1336.93,0.0289
2014-07-18,1390.8813333333335,162,225322.776,4,1690604717870.4907,1278.39,0.0283
2014-07-19,1492.8697222222222,213,317981.2508333333,5,1688564863878.2908,1278.39,0.0283
2014-07-20,1537.4965277777776,206,316724.28472222225,6,1686524624305.5654,1278.39,0.0283
2014-07-21,1284.8944444444444,159,204298.21666666665,0,1684484022077.2944,1277.51,0.0284
2014-07-22,1457.1676470588236,158,230232.4882352941,1,1682443080166.8582,1244.64,0.0284
2014-07-23,1468.2843137255884,150,220242.64705883825,2,1680401821596.0364,1268.31,0.0286
2014-07-24,1552.4649122807891,179,277891.2192982613,3,1678360269435.0107,1269.11,0.0287
2014-07-25,1267.5548387096774,170,215484.32258064515,4,1676318446802.3623,1264.35,0.0285
2014-07-26,1397.8402777777776,205,286557.25694444444,5,1674276376865.0718,1264.35,0.0285
2014-07-27,1341.7472222222225,197,264324.2027777778,6,1672234082838.5225,1264.35,0.0285
2014-07-28,1511.4467741935487,145,219159.7822580645,0,1670191587986.4946,1242.71,0.0284
2014-07-29,1394.655172413793,118,164569.31034482757,1,1668148915621.172,1208.66,0.0281
2014-07-30,1538.3076923076926,125,192288.4615384616,2,1666106089103.1365,1202.22,0.0279
2014-07-31,1597.088888888889,117,186859.4,3,1664063131841.3716,1223.6,0.0281
2014-08-01,1536.4923076923078,141,216645.4153846154,4,1662020067293.2605,1215.63,0.028
2014-08-02,1499.5107526881613,176,263913.8924731164,5,1659976918964.586,1215.63,0.028
2014-08-03,1461.4017857142858,159,232362.88392857145,6,1657933710409.5332,1215.63,0.028
2014-08-04,1493.3181818181818,141,210557.8636363636,0,1655890465230.686,1213.8,0.028
2014-08-05,1543.0655172413794,138,212943.0413793104,1,1653847207079.0288,1213.28,0.0279
2014-08-06,1497.967741935484,138,206719.5483870968,2,1651803959653.9463,1189.72,0.0277
2014-08-07,1417.2962962962963,129,182831.22222222228,3,1649760746703.224,1158.06,0.0276
2014-08-08,1504.1202702702699,161,242163.36351351353,4,1647717592023.0474,1156.95,0.0275
2014-08-09,1433.8882352941175,178,255232.1058823529,5,1645674519458.002,1156.95,0.0275
2014-08-10,1408.359375,174,245054.53125,6,1643631552901.0742,1156.95,0.0275
2014-08-11,1126.3885064935,195,219645.7587662325,0,1641588716293.65,1181.7,0.0276
2014-08-12,1086.5475092351016,230,249905.92712407335,1,1639546033625.5166,1203.82,0.0278
2014-08-13,1006.0510862460691,214,215294.93245665875,2,1637503528934.8608,1198.58,0.0276
2014-08-14,1120.8287222222166,220,246582.31888888765,3,1635461226308.27,1221.23,0.0278
2014-08-15,1174.85640625,233,273741.54265625,4,1633419149880.732,1231.42,0.0277
2014-08-16,1200.8757462686565,282,338646.9604477611,5,1631377323835.6345,1231.42,0.0277
2014-08-17,1208.217014925373,261,315344.6408955223,6,1629335772404.7651,1231.42,0.0277
2014-08-18,1170.1473214285713,188,219987.69642857145,0,1627294519868.3137,1233.54,0.0277
2014-08-19,1334.5142727272728,222,296262.1685454545,1,1625253590554.869,1244.83,0.0277
2014-08-20,1211.6424853801752,226,273831.2016959196,2,1623213008841.419,1251.23,0.0276
2014-08-21,1234.5995238095875,246,303711.4828571585,3,1621172799153.3545,1256.76,0.0275
2014-08-22,1228.3249333334,200,245664.98666668,4,1619132985964.4648,1275.73,0.0278
2014-08-23,1121.9776715685732,291,326495.50242645486,5,1617093593796.94,1275.73,0.0278
2014-08-24,1136.3481690140845,261,296586.87211267604,6,1615054647221.3706,1275.73,0.0278
2014-08-25,1018.4464545454545,183,186375.70118181818,0,1613016170856.7476,1260.49,0.0277
2014-08-26,1185.29575,213,252467.99475,1,1610978189370.4614,1267.87,0.0277
2014-08-27,1149.2178888888832,200,229843.57777777663,2,1608940727478.3042,1262.88,0.0277
2014-08-28,1166.7784632034545,249,290527.8373376602,3,1606903809944.4673,1259.75,0.0276
2014-08-29,1146.1539722222165,225,257884.6437499987,4,1604867461581.5422,1218.15,0.0272
2014-08-30,1095.6561274510298,303,331983.806617662,5,1602831707250.5222,1218.15,0.0272
2014-08-31,1220.343103070171,284,346577.4412719286,6,1600796571860.7988,1218.15,0.0272
2014-09-01,1172.2389197530924,211,247342.4120679025,0,1598762080370.166,1192.82,0.027000000000000003
2014-09-02,1101.9048194444501,154,169693.34219444534,1,1596728257784.8164,1177.93,0.0268
2014-09-03,1190.5527336331736,160,190488.43738130786,2,1594695129159.3438,1179.45,0.0267
